Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
lacZ, 2428.3, , , , 15750:2:2:1, , , 28250:1:1:0;41750:1:1:0;58250:3:4:0.371429;55750:3:3:0.666667;57750:3:6:0.16129, 20750:1:4:0.0104167, 38750:1:1:0;48250:2:2:0.981481;43250:2:2:0.987654;53750:1:1:0, 25750:1:1:0;37750:3:3:0.628571, 8250:1:1:0;50250:2:3:1;8750:1:1:0;49750:1:1:0;19250:2:3:1, 43750:3:4:0.0491803;8750:2:2:0.977273;56750:1:1:0;10250:1:1:0;53750:3:6:0.170213;15750:1:1:0
lamB, 1130.0, , , , , , , 34250:3:4:0.365854;29750:1:1:0, 9250:1:4:0.0172414, 55750:3:5:0.863636;44750:2:2:0.943925, , 43250:1:1:0;48750:1:1:0, 7750:2:2:1;9250:2:2:1
lar, 201.3, , , , , , , , , , 10250:1:1:0, 34250:1:1:0, 
lasT, 622.0, , , , , , , 39250:1:1:0, 17750:1:4:0.0144928;27750:1:1:0, 36750:2:2:0.992537, , 43750:2:3:1, 15750:1:1:0
ldcA, 809.7, , , , , , , 49750:1:1:0, , , , , 17750:1:1:0
ldcC, 1763.3, , , , , , , 35750:3:4:0.409091;25750:2:2:1, 8250:1:1:0, 43750:3:5:0.138614;43250:2:2:0.975904, 56250:1:1:0, 25750:1:1:0;46250:1:1:0;48250:2:3:0.916667;12750:1:1:0;41250:1:1:0;8250:2:2:1;22250:1:4:0, 20250:2:2:1;7750:1:1:0.0165289;11250:2:2:0.992188;30250:1:1:0;10250:1:1:0;25750:1:1:0;42750:1:1:0
ldhA, 878.0, , , , , , , 30750:1:1:0;38250:1:1:0, , , , , 21750:2:2:1;8250:1:1:0;17750:1:1:0;30250:1:1:0
lepA, 1478.0, , , , , , , , , , 57250:3:1:0.0224719, 13750:1:1:0;43750:1:1:0, 32750:1:1:0
lepB, 767.3, , , , , , , , , 55250:1:1:0, , , 
leuA, 1307.0, , , , , , , , 38750:1:1:0, 23250:1:1:0;52250:1:1:0, 26750:1:1:0;7250:1:1:0, , 43750:1:1:0;44250:1:1:0;23250:1:1:0.0116279
leuB, 843.7, , , , , , , , , , 37750:1:1:0, , 
leuC, 1084.3, , , , , , , , 38750:2:3:1, , , 35250:2:3:1, 15750:1:1:0
leuD, 479.3, , , , , , , , , , , , 
leuL, 169.3, , , , , , , , 37750:1:1:0, 38250:1:1:0, , , 
leuO, 843.3, , , , , , , 58750:3:6:0.402985, , , , , 54750:1:1:0
leuS, 2092.3, , , , , , , , , , 40250:1:1:0, 17250:1:1:0;13250:1:1:0;16750:1:4:0, 30750:1:1:0;4750:2:2:1
lexA, 564.7, , , , , 5250:1:1:0, , , , , , , 11750:1:1:0;15750:1:1:0
lgt, 783.7, , , , , , , , 30750:2:3:1, , , , 9250:1:1:0;31250:3:4:0.0735294;11750:1:1:0
lhr, 3527.3, , , , , , , 38750:3:3:0.711538;33750:3:4:0.407407;46250:3:4:0.416667;25750:2:2:1;28250:1:1:0;32250:1:1:0;53750:3:4:0.298507, 12250:1:1:0;34750:2:3:1;10250:2:3:0.977778;16250:1:1:0, 37750:1:1:0;37250:1:1:0;40750:2:2:0.933333;56750:3:5:0.844444, 26250:1:1:0;23750:3:3:0.818182, 31750:2:2:0.88;53250:2:3:1, 50250:1:1:0;61750:3:6:0.177778;9750:1:1:0.00877193;60750:3:6:0.0263158;18250:1:1:0;7750:1:1:0;47750:1:1:0;31250:1:1:0
ligA, 1640.7, , , , , , , 36750:1:1:0;39250:3:3:0.536232;49750:3:4:0.352941, , 43250:2:2:0.94186, , 28750:1:1:0, 17250:1:1:0
ligT, 477.3, , , , , , , , , , , , 19250:2:2:1;43250:3:4:0.0538462
lipA, 854.0, , , , , , , 40250:1:1:0;37250:1:1:0, , , 47250:3:3:0.666667;22750:2:2:1, , 32250:3:4:0.0782609
lipB, 604.0, , , , , , , 28250:1:1:0, , , , 40750:1:1:0, 45750:3:4:0.0680272
livF, 542.0, , , , , , , , , , , , 31750:3:4:0.0485437
livG, 585.7, , , 7250:1:1:0, , , , , , , 7250:2:2:1, 43750:1:1:0, 
livH, 762.7, , , , , , , , , , , , 
livJ, 941.7, , , , , , , 32750:1:1:0;43250:3:3:0.576923, , , , , 
livK, 953.0, , , , , , , 25750:2:2:1;58750:3:4:0.373494, 8250:1:1:0, 55750:3:5:0.607438, 58250:3:6:0.0909091, 25750:1:4:0, 
livM, 989.0, , , 46750:1:1:0, , , , , , , 29750:2:2:1, , 50250:3:4:0.0434783;34250:1:1:0;29250:1:1:0.0186916
lldD, 891.7, , , , , , , 30250:1:1:0, , , , , 31750:1:1:0.0113636
lldP, 1333.7, , , , , , , 35750:3:4:0.287879, 22250:1:4:0.0121951;30250:1:1:0, , 29250:1:1:0, 32750:1:1:0, 31250:1:1:0;43750:1:1:0.00628931;23750:1:1:0
lldR, 593.3, , , , , , , , , , , , 54250:1:1:0;15750:1:1:0;27750:1:1:0;27750:1:1:0
lnt, 1194.0, , , , , , , 28750:1:1:0;40250:1:1:0, 37750:1:1:0, 43250:1:1:0, 20250:1:1:0, 43750:1:1:0, 6250:2:2:1;17250:1:1:0
lolA, 585.7, , , , , , , , , 53250:1:1:0, 50250:1:1:0, 12250:1:1:0, 6250:1:1:0
lolB, 571.7, , , , , , , , , , , , 9250:1:1:0;12250:1:1:0
lomR, 505.0, , , , , , , , , 48250:2:2:0.898734, 16750:2:2:0.983871;54750:3:4:0.262295, 46250:1:1:0, 8750:1:1:0;19750:1:1:0
lon, 1898.0, , 54750:3:5:0.173913;13250:2:2:1, 7250:1:1:0, , 29250:3:4:0.0416667, 28750:3:3:0.506849, 41750:1:1:0;27250:1:1:0, 16750:1:1:0;15250:1:1:0, 47250:1:1:0, 32750:1:1:0;10250:2:2:1;10250:1:1:0, 7250:2:2:1;12750:1:1:0, 23750:1:1:0;15750:1:1:0;47750:1:1:0
lpcA, 547.3, , , , , , , 45250:3:3:0.633803, , , , , 
lpdA, 1156.0, , , , , , , , 18250:1:4:0.0144928, , 49250:1:1:0, 47750:2:3:1, 8750:1:1:0;15250:1:1:0;35750:1:1:0;1250:1:1:0.00884956
lplA, 796.3, , , , , , , 48250:1:1:0, 19250:1:1:0;9250:1:1:0, 56750:1:1:0, , 33250:1:1:0;10250:1:1:0;47750:1:1:0, 10250:2:2:1;13750:2:2:1
lpp, 279.3, 53750:3:4:0.0857143;55250:1:1:0, , , , , , , , 48750:1:1:0, , , 
lpxA, 602.7, , , , 250:1:1:0, , , 37750:1:1:0, 24250:1:4:0.0277778, , , 24750:1:4:0, 60250:3:4:0.075
lpxB, 874.7, , , , , , , , , 47250:1:1:0;48250:1:1:0, , 45250:1:1:0;23750:2:3:1;7250:1:1:0;20750:1:1:0, 6750:1:1:0;16250:1:1:0.0107527
lpxC, 809.0, , , , , , , , , , , 47250:1:1:0;40250:1:1:0, 25750:3:4:0.116667
lpxD, 789.0, , , , , , , 33250:1:1:0, , , 48250:1:1:0, 5250:2:2:1;50750:1:1:0.0294118, 37750:1:1:0
lpxK, 735.7, , , , , , , , , , 49750:1:1:0, 11750:2:2:1, 15250:1:1:0
lrhA, 836.3, , , , , , , , , , 49250:1:1:0, , 10750:1:1:0.00793651
lrp, 476.3, , 11250:2:2:1, , , 17250:1:1:0, , , 14250:1:4:0, 23250:1:1:0, 9250:1:1:0, , 
lspA, 375.3, , , , , , , , , , , , 52750:3:6:0.716216;32250:3:4:0.0505051;16250:1:1:0
ltaE, 805.0, , , , , , , , 18250:2:3:1, 51250:3:5:0.842857;55750:3:5:0.829545;58250:3:5:0.516484, 38250:1:1:0;35250:1:1:0;45250:3:3:0.777778, , 18250:2:2:1;60750:3:4:0.0496894
lysA, 1079.7, , , , , , , 30250:3:3:0.578125, , 53750:3:5:0.880734, 23250:1:1:0, , 33750:1:1:0;12250:2:2:0.992424;50250:1:1:0
lysC, 1167.3, , , , , , 7750:3:4:0.266667, 41250:3:3:0.434783, 9250:1:4:0, 41250:1:1:0, 29750:1:1:0, 31250:1:1:0;19250:1:1:0, 17750:1:1:0.00793651
lysP, 1240.7, , , , , , , , , , 10250:1:1:0;7750:2:2:1;19250:1:1:0;47750:3:4:0.25641, 21250:1:4:0;9250:1:1:0;19250:1:4:0;9250:1:1:0;17250:2:3:1;14250:2:2:1;32250:2:3:1, 39750:3:4:0.10084;1750:1:1:0;750:1:1:0;10250:1:1:0;750:1:1:0
lysR, 718.7, , , , , , , , 19750:2:3:1;50250:1:1:0, 48750:1:1:0;49750:1:1:0, 25750:1:1:0, 45750:1:1:0, 23750:1:1:0
lysS, 1187.0, , , , , , , 23750:1:1:0, 13750:1:1:0;23750:1:4:0.0243902, , , 29750:2:3:1, 8250:1:1:0;41250:1:1:0;29250:1:1:0;4750:2:2:0.991379;43750:1:1:0
lysU, 1307.0, 37750:3:4:0.0668258, , 47250:1:1:0.0246914, 13750:3:5:0.0393701, , 33750:3:4:0.459184, 27250:3:4:0.442105, 36250:1:1:0, 34750:3:5:0.518519, 53750:1:1:0, 22250:1:1:0;12250:2:2:1, 49250:3:4:0.0733333;6750:1:1:0.00628931;55250:1:1:0
lyxK, 1153.0, , , , , , , 43750:3:3:0.513514, 18250:1:1:0;37750:1:1:0, , , 14250:2:2:1;18750:1:1:0, 10750:1:1:0;19750:1:1:0
maa, 537.0, , , , , , , 37250:3:3:0.492308;21750:2:2:1, 3750:1:4:0.0487805, , , 39250:1:1:0, 35250:1:1:0;21750:2:2:1;59750:1:1:0
macA, 855.7, , , , , , , , , , 12250:2:2:1;10250:1:1:0, 46750:1:1:0;22750:2:3:1;34250:1:1:0, 750:1:1:0;23750:1:1:0
macB, 1459.3, , , , , , , 29750:3:3:0.651515;48250:3:3:0.603774;50750:1:1:0;39750:1:1:0, 23750:1:1:0;19750:2:3:0.947368, , , 9750:1:1:0, 10250:1:1:0
maeB, 1875.7, , , , , 25750:1:1:0;30250:2:3:1, , 29750:3:4:0.363636, , , 48250:3:4:0.325, , 15750:1:1:0;19750:1:1:0;22750:1:1:0
maf, 554.7, , , , , , , , , , , , 25250:1:1:0
maf_2, 452.0, , , , , , , 35250:3:4:0.392405, , , 56250:1:1:0, , 
malE, 1024.0, , , , 2250:1:4:0, , 24250:3:3:0.690476, 26250:2:2:1, , , 18250:1:1:0, , 43750:3:4:0.0583333;19250:1:1:0
malF, 1245.0, , , , , , , , , 55750:3:5:0.875, , 39750:2:3:1;15250:1:1:0;9250:1:1:0, 18250:1:1:0;2250:1:1:0;7750:1:1:0.00900901;40750:3:3:0.925373
malG, 713.3, , , , , , , , 20750:1:4:0, 41250:2:2:0.940299;50250:2:2:0.896552, 22750:1:1:0;45750:3:4:0.205128, 3750:1:1:0, 14250:1:1:0;53250:3:6:0.2
malI, 896.3, , , , , , , , 9750:1:1:0, , 53750:1:1:0, , 62250:3:6:0.166667
malK, 906.7, , , , , , , 57750:3:6:0.0606061, 16250:1:1:0;21250:1:1:0, , 33750:1:1:0, 29750:1:1:0, 
malM, 792.3, , , , , , , 28250:1:1:0, , , 43250:3:4:0.205882, , 
malP, 1950.7, , , , , , , 52250:3:3:0.571429;30250:3:3:0.522727;45250:1:1:0;44750:1:1:0, 16250:1:1:0, , 10250:1:1:0, 4250:2:2:1;32750:1:1:0;10250:2:2:1, 24750:2:2:0.993007;3250:1:1:0;37750:1:1:0;1750:1:1:0;12750:1:1:0;58750:1:1:0
malQ, 1591.3, , , , , , , 41750:1:1:0;32250:1:1:0.012987;47750:3:4:0.315789;33750:3:3:0.4;49250:3:4:0.297872, , , 50250:3:4:0.0909091;50250:1:1:0.0512821, 6750:2:2:1;16250:2:3:1, 20750:1:1:0;36250:3:3:0.888158;2750:1:1:0;29750:3:4:0.0654206;4250:1:1:0;19750:1:1:0;42250:1:1:0
malS, 1689.7, , , , , , , 26750:2:2:1;52750:1:1:0;28750:1:1:0, , 53250:1:1:0, 12750:1:1:0, 24250:1:4:0;33250:1:1:0, 4750:2:2:0.991379;12250:2:2:0.991304
malT, 2183.7, 29750:1:1:0;23250:2:3:0.981982;4750:1:1:0;22750:1:1:0, 15750:2:2:1, 7250:1:1:0;10250:1:1:0;5750:1:1:0;52750:1:1:0;58750:3:5:0.218391, 3250:1:1:0;4250:2:2:1, 2750:1:1:0;7250:2:2:0.974359;2750:1:1:0;5750:1:1:0, 9250:1:1:0;8250:3:3:0.626667, 30250:3:3:0.414286;3250:2:2:1;30250:3:3:0.714286, 27250:1:1:0;3250:1:1:0;44250:1:1:0;52250:3:4:0.1875;11250:1:1:0;6750:1:4:0;7750:2:3:0.981481, 3250:2:2:1;43250:2:2:0.954023;57750:3:5:0.221053, 6750:2:2:1;45250:3:3:0.727273;48250:1:1:0;3750:1:1:0;4750:1:1:0;9750:2:2:1;38250:1:1:0, 12250:2:2:1;2750:2:2:1;2750:2:2:1;33250:1:1:0;41250:1:1:0, 3250:1:1:0;19250:1:1:0;32250:2:3:0.946429;1750:1:1:0.0105263;15750:1:1:0;4750:2:2:1;8250:2:2:1;9250:1:1:0;4750:2:2:0.989583;27250:1:1:0;42250:1:1:0;35250:1:1:0;8750:1:1:0.00847458
malX, 1276.0, , , , , , , 43250:3:3:0.589286, 14250:1:4:0;19750:1:4:0, , 24250:1:1:0;19250:2:2:1;13750:2:2:1;38750:1:1:0, , 20250:2:2:1;57750:3:6:0.651376;9250:1:1:0
malY, 919.0, , , , , , , 46250:1:1:0, , 49750:1:1:0, 48750:1:1:0, 43750:1:1:0;35750:1:1:0;18250:1:4:0, 20250:2:2:0.992424;30750:1:1:0;37250:1:1:0.010101
malZ, 1510.7, , , , , , , , 14750:1:1:0, 55750:3:5:0.852273;38250:1:1:0, 37750:3:4:0.42;27750:1:1:0, 20750:2:2:0.958333, 750:1:1:0;23750:1:1:0;9250:1:1:0;4250:2:2:1;8750:1:1:0
manA, 1004.7, , , , , , , 30250:3:3:0.569444;41250:1:1:0;58750:3:6:0.0958904;35750:1:1:0;52250:1:1:0, 32750:1:1:0, 57750:1:1:0.0106383, , , 19250:1:1:0;31250:3:3:0.904255;54750:3:6:0.623762
manB, 274.3, , , , , , , , 9250:1:4:0, , , , 62250:3:6:0.642105
manC, 1226.0, , , , , 39750:2:3:0.937931, , , , , , , 55250:1:1:0;24250:1:1:0
manX, 839.3, 13250:1:1:0, , 30750:1:1:0.016129, , , , , 9250:1:4:0.0196078;23250:2:3:0.978723;4750:1:1:0, 40750:1:1:0.025974, , , 
manY, 658.7, , , , , 22250:2:3:0.923077, , , , , 25750:1:1:0, 35750:1:1:0;6750:2:2:1, 1250:1:1:0
manZ, 649.0, , , , , , , 49750:1:1:0, 9250:1:1:0, 43250:1:1:0, , , 7750:1:1:0.0116279
map, 723.0, , , , , , , , , 42250:2:2:0.898148;43250:1:1:0, , 7250:2:2:1;40750:1:1:0, 4750:2:2:0.993289;17750:1:1:0
marA, 322.3, 8750:1:1:0, , , , , , , 21250:1:4:0.0408163;22250:1:1:0, 34750:2:2:1, , , 
marB, 198.0, , , , , , , , , , , , 
marC, 624.3, , , , , 20250:1:1:0;19250:1:4:0.0363636;21250:1:1:0, , , , , 19250:1:1:0, , 41750:3:4:0.0416667
marR, 432.7, , , , , , , , , , 13750:1:1:0, , 
mazG, 686.3, , , , , , , 51750:3:3:0.623188, , , 37250:1:1:0, 27750:1:1:0, 21750:1:1:0
mcrB, 1187.7, , , , 17750:1:1:0, , , 51750:1:1:0;30250:3:3:0.504505, , , , 26750:1:1:0, 9250:1:1:0;42750:1:1:0.0119048;20750:2:2:0.987879
mcrC, 827.3, , , , , , , , 9250:1:1:0, , 33750:1:1:0, 32750:1:1:0;40250:1:1:0, 42250:1:1:0;34750:2:3:0.972222
mdaB, 554.3, , , , , , , 28750:3:3:0.641791;53250:1:1:0;44250:3:3:0.603448, , , , 43250:2:3:1;17250:1:4:0;40750:1:1:0;41250:1:1:0, 23750:1:1:0;35750:1:1:0;10250:2:2:0.989583
mdh, 842.7, , , , , , , , 22250:1:4:0.030303, , 17750:1:1:0, , 16750:1:1:0
mdlA, 1386.3, 8750:1:1:0.00390625, , , , , , 51250:1:1:0;54250:3:4:0.315789, , , , 41250:1:1:0;33250:1:1:0;43750:1:1:0, 28750:1:1:0
mdlB, 1332.7, , , , , , , , 18250:1:4:0;24250:1:4:0.0925926, 56750:3:5:0.777778, , 56250:1:1:0, 32750:1:1:0;27250:3:4:0.0423729
mdoB, 1859.7, , , , 43750:1:1:0, , , 54250:1:1:0.0425532;37250:3:3:0.533333;57750:3:6:0.435897, 4250:1:1:0, 43250:3:5:0.2;34250:2:2:1;34750:2:2:0.99, , 34250:1:1:0;9750:2:2:1, 55250:1:1:0;23750:1:1:0;45250:3:3:0.898438;50250:3:4:0.0267857;45250:3:4:0.0608696;1750:1:1:0
mdoC, 1022.0, , , , , , , , , 43250:2:2:0.9375, , 14750:1:1:0, 32750:3:4:0.0652174;56750:1:1:0
mdoG, 1301.3, , , , , , , , 16250:1:1:0;9250:1:4:0, 52750:1:1:0.0190476, 48250:1:1:0;32750:1:1:0;56750:1:1:0.027027;10250:1:1:0, 12750:1:1:0;31250:1:1:0;14250:1:1:0, 12250:2:2:1;5250:1:1:0.00877193;23750:1:1:0
mdoH, 1937.7, , , , 53750:3:6:0.5625, , , , , , 9750:1:1:0;16750:2:2:1;28750:1:1:0, , 54750:1:1:0;23750:1:1:0;42750:3:4:0.0795455;21750:2:2:1
melA, 1149.3, , , , 11250:1:1:0, , , 37250:3:3:0.515152;53250:1:1:0;28750:1:1:0, 31750:2:3:1, , 48250:1:1:0, , 35750:1:1:0;42750:1:1:0.00671141;30250:1:1:0.016129;23750:1:1:0
melB, 1171.7, , , , , , , 58750:3:6:0.121951, 21250:1:1:0;13250:2:3:0.96063;7750:2:3:0.959184, , , , 40250:3:3:0.893162;15250:2:2:1
melR, 797.3, , , , , , , 45750:1:1:0, , , 9750:1:1:0, 28250:1:1:0, 9250:2:2:0.993548
menA, 801.0, , , , , , , 35750:3:3:0.631579, , , 57750:3:4:0.183333, , 28750:2:3:0.930435
menB, 667.3, , , , , , , , , , 13250:1:1:0;56250:1:1:0, 32750:1:1:0;36750:1:1:0;46250:1:1:0;21750:1:4:0, 30250:1:1:0;34250:1:1:0
menC, 729.3, 7750:3:4:0.208556;18750:1:1:0.00534759, 20750:2:2:1, 46750:1:1:0;30750:1:1:0.02, 41750:1:6:0.0625, 14750:2:3:0.957895;19250:1:4:0.0421053, , 52750:1:1:0, 6250:1:4:0.0454545, 44750:2:2:0.894737;28250:2:2:1;8750:1:1:0, 40750:1:1:0.03125, 26750:2:3:1;22250:1:1:0, 29250:1:1:0;40250:1:1:0.0119048;1750:1:1:0.0148148
menD, 1350.7, , , , , , , 30250:3:3:0.568627;32750:1:1:0, 21250:2:3:1;22250:1:4:0, , 50250:1:1:0;34750:1:1:0;54250:3:6:0.05;16750:2:2:1, 42250:1:1:0.0952381, 48250:1:1:0;42750:3:4:0.060241;42250:3:4:0.0752688
menE, 1035.0, , , , , , , 52250:1:1:0, , 38750:1:1:0, 55750:3:4:0.314286;10250:1:1:0, 4750:2:2:1;31250:1:1:0, 1250:1:1:0;47750:1:1:0
menF, 1072.3, , , , , , , 56250:1:1:0, 14250:1:4:0.037037, , 52750:1:1:0;54750:3:4:0.380952, 27250:1:1:0;28750:2:3:1;11750:2:2:1, 3250:1:1:0;7250:1:1:0;42250:1:1:0
menG, 471.0, , , , , , , 49750:1:1:0, , , , , 
mepA, 633.0, , 58750:3:5:0.344828, , , , , 58250:3:6:0.0945946, 12750:1:4:0.0869565, 58250:3:5:0.55102;44250:2:2:0.956044;24250:2:2:1, 19250:1:1:0, 41250:1:1:0;23750:2:3:1, 18250:1:1:0
metA, 773.0, 40750:1:1:0, , , , , , 32750:1:1:0, , , , 41250:1:1:0, 
metB, 972.7, , , , , , 41250:3:4:0.300885, , 13750:1:1:0, , , , 
metC, 1013.0, , , , , , , , , 53250:3:5:0.0267857;50750:1:1:0, 34750:1:1:0, 47750:2:3:1, 750:1:1:0;28250:3:3:0.872727
metE, 1821.3, , , , , , , 53250:1:1:0, 31750:2:3:0.93617, , 13250:1:1:0;49250:3:3:0.698113;12250:2:2:1, , 6250:2:2:1
metF, 789.7, , , , , , , 47250:3:4:0.328947;51250:1:1:0, , , 18250:1:1:0, 43750:1:1:0, 55750:1:1:0;60750:3:4:0.0601504
metG, 1611.0, , , , , , , 48250:3:4:0.460317;26250:2:2:1, 13250:1:1:0, 53750:3:5:0.875, , 15750:1:1:0, 10750:2:2:0.986111;7250:2:2:1;5250:2:2:0.99187;11250:2:2:1;17250:2:2:1
metH, 2927.0, , 7750:2:2:1, , 18750:2:2:1;20750:1:1:0, 6750:2:2:1, 16750:3:3:0.73913, 41250:3:4:0.28169;5750:1:1:0;38250:1:1:0;43750:3:3:0.535714;26250:2:2:1;32250:3:3:0.507463;30250:3:3:0.569231;36750:1:1:0;36250:1:1:0;32250:1:1:0;30750:1:1:0;37250:3:3:0.45614;45750:1:1:0, 7750:2:3:0.977778;7750:2:3:0.941176;37250:1:1:0, , 58750:3:6:0.166667;9750:1:1:0;14750:2:2:1;25750:1:1:0, 14250:1:1:0;18750:1:1:0;8250:1:1:0;6250:2:2:1;37250:1:1:0;33250:1:1:0, 16250:1:1:0.00653595;13750:1:1:0;26250:2:2:1;20250:1:1:0;6250:1:1:0;43750:1:1:0;47250:1:1:0;1750:1:1:0;19250:1:1:0;10250:2:2:1;19750:1:1:0
metI, 513.7, , , , , , , , , , , , 32750:3:4:0.0544218
metJ, 343.3, 17250:2:3:0.957447, , , , , , 54750:1:1:0, , , , , 20750:1:1:0;43750:1:1:0;56750:3:6:0.769231
metK, 879.3, , , , , , , , , , , , 38250:3:4:0.0305344;62250:3:6:0.466667
metL, 1846.0, 33750:1:1:0, , , 35750:1:4:0;32750:1:1:0, , 49750:1:1:0.0126582;28750:3:4:0.478873, 44250:3:4:0.356322;49750:1:1:0;38250:1:1:0, 9750:1:1:0;29750:2:3:0.958333, 37250:1:1:0;5750:2:2:1;25750:1:1:0, , 3750:2:2:0.965517;6750:1:1:0, 3250:1:1:0
metN, 891.3, , , , , , , , 14750:1:1:0, , 55250:1:1:0, , 4750:2:2:0.984496;23750:1:1:0
metQ, 687.0, , , , , , , , , , , , 40750:3:3:0.894737;18250:1:1:0
metR, 747.7, , , 21750:2:2:1, , , , 27750:3:4:0.35;50250:3:3:0.426966;28750:1:1:0, 18250:2:3:0.966667;9750:1:1:0, , , , 10250:2:2:1;17250:2:2:1;8750:1:1:0;7750:1:1:0;8750:1:1:0
mfd, 2773.0, 19250:1:4:0.0708661, , , , , , , 18250:1:1:0, 36250:2:2:1;40250:1:1:0, 10750:2:2:1;8750:1:1:0, 13750:1:1:0;40250:1:1:0, 31750:1:1:0;24750:2:2:1;25750:2:2:0.988889;31250:3:3:0.847619
mglA, 1250.0, , , , , , , 41250:3:3:0.419355;30250:3:3:0.632353, 19250:1:4:0.0384615, 43750:1:1:0.0363636;46250:1:1:0;34750:2:2:0.886364, 33250:1:1:0, , 28250:3:3:0.919255;11250:2:2:0.99359;38250:1:1:0;25750:1:1:0
mglB, 875.0, , , 12250:1:1:0, , , , 27750:1:1:0, 28750:1:1:0;37750:2:3:0.989899, 48250:1:1:0;41250:2:2:0.952;33750:1:1:0;43250:1:1:0, , 27750:1:1:0, 24750:2:2:1
mglC, 803.7, , , , , , , 31250:1:1:0, , 59250:1:1:0, , , 62250:3:6:0.524096;6250:1:1:0
mgsA, 454.7, , , , , , , , , , 16250:1:1:0, 56750:1:1:0, 28750:1:1:0.00833333
mgtA, 2160.0, , 58750:3:5:0.0588235, , , , , 49750:3:4:0.388889;32750:3:3:0.613636;38750:3:3:0.402597, 38750:1:1:0, 57750:3:5:0.126316, 16750:2:2:1, 11250:2:2:1;23750:1:1:0;26750:1:1:0;34250:1:1:0;19250:2:3:1, 2750:1:1:0;7750:1:1:0;16250:1:1:0;27750:1:1:0;25250:1:1:0;750:1:1:0
mhpA, 1273.3, , , , , , , 38750:3:4:0.452381, 43750:1:1:0;31250:1:1:0;6750:1:4:0.0588235, , 39250:3:4:0.325;56250:3:6:0.461538, 43750:1:1:0;38750:1:1:0, 7250:1:1:0.00934579
mhpB, 720.3, , , , , , , 36250:1:1:0, 17750:1:1:0;14250:2:3:0.961538, , , 29750:1:1:0, 7750:1:1:0;12750:2:2:1;30750:1:1:0;41750:3:4:0.07;50750:1:1:0;30750:3:3:0.917526
mhpC, 677.3, , , , , , , 32250:1:1:0;51750:3:3:0.363636, , , 10250:1:1:0, 37250:2:3:1, 17250:1:1:0;55750:1:1:0;50750:1:1:0.00934579;7750:1:1:0;4250:1:1:0;29750:3:4:0.113402
mhpD, 623.7, , , , , , , , , , 43750:3:4:0.0597015, 44250:1:1:0;16750:1:1:0;36250:1:1:0, 35750:1:1:0;16750:1:1:0
mhpE, 772.7, , , , , , , 30750:1:1:0, , , 36250:1:1:0.0294118;57750:1:1:0, 42250:1:1:0;28250:1:1:0, 42750:1:1:0.0105263
mhpF, 717.0, , , , , , , , 10250:1:4:0, , 3250:3:3:0.724138, 15750:1:1:0, 20250:2:2:0.99;27750:1:1:0;18750:1:1:0
mhpR, 807.0, , , 32750:2:2:1, , , , 58250:3:6:0.125, 10250:2:3:0.914894;10250:3:6:0.857143, 47250:1:1:0;38250:1:5:0.0625, 8250:2:2:0.978261, 25250:2:2:0.894737, 12250:2:2:0.987179;18250:2:2:1;8250:1:1:0;10250:2:2:1
mhpT, 976.7, , , , , , , , , , 41250:1:1:0, 58750:3:6:0.5, 20250:2:2:1;29250:3:4:0.107692
miaA, 716.7, , , , , 36750:3:4:0.0833333, , , , , 4250:1:1:0, 32750:1:1:0, 9750:1:1:0;16750:1:1:0
minC, 651.7, , , , , , , , , , , , 58750:3:6:0.714286
minD, 662.0, , , , , , , , , 53250:1:1:0.0133333, , 37250:1:1:0.04, 43250:1:1:0
minE, 216.0, , , , , , , , 37250:2:3:0.940476, , , , 
mioC, 436.0, , , , , , , 49250:1:1:0, , , 10250:2:2:1;7250:2:2:1, 11250:2:2:0.885246, 42250:1:1:0;6750:1:1:0
mipA, 667.0, , , , , , , , , 40750:1:1:0.027027, , , 37250:1:1:0.0078125;36750:1:1:0
mlc, 1049.3, , , , , , , , , 43250:2:2:0.920354;39250:1:1:0, 17750:1:1:0, 38250:1:1:0;40750:1:1:0;39250:1:1:0, 8750:1:1:0;42750:3:4:0.0222222;42750:3:4:0.11
mltA, 934.7, , , , , , , , , 56750:1:1:0, 32250:1:1:0;9750:1:1:0, , 23750:1:1:0
mltB, 923.3, , , , , , , 48250:1:1:0, , 52750:1:1:0, 26250:1:1:0, 43750:2:3:1, 41750:3:4:0.102041;15750:1:1:0;38750:1:1:0;43750:1:1:0.00714286
mltC, 893.0, , , , , , , , 16250:1:4:0.0377358, , 29250:1:1:0, , 29250:1:1:0;25750:1:1:0
mltD, 1118.7, , , , , , , , , 56750:1:1:0, 16750:2:2:1, , 38250:1:1:0;60750:3:4:0.0457516
mltE, 469.0, , , , , , , 46250:1:1:0, , , , 23750:1:1:0, 
mntH, 1072.7, 44750:2:3:0.938967, 47250:2:2:1, 11250:2:2:1, 55750:3:6:0.846154, 33750:3:4:0.120482, 32250:1:1:0, 25250:2:2:1, 34250:1:4:0;27250:1:1:0;57750:3:6:0.191489, 7750:2:2:1, , 12750:2:2:1, 41250:3:4:0.0958904;8250:1:1:0
mntR, 460.3, , , , , , , 58750:3:6:0.116071, 37750:3:6:0.88, 50750:1:1:0;34750:1:1:0, 13250:1:1:0;59250:3:6:0.12069, 41250:1:1:0;25250:1:1:0;35750:1:1:0;34250:1:1:0, 
moaA, 860.0, , , , , , , , , , 45250:3:3:0.8, , 18250:1:1:0.00952381
