clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D127_2-13	2	127	"3,297,224"	G->A	L305L (CTC->CTT) 	yraQ <-	putative inner membrane permease
D127_2-13	2	127	"3,379,913"	C->T	V29I (GTC->ATC) 	yhcM <-	putative AFG1-like family P-loop ATPase
D127_2-13	2	127	"3,393,335"	G->A	S975L (TCA->TTA) 	yhdP <-	DUF3971-AsmA2 domains protein
D127_2-13	2	127	"3,414,280"	G->A	Q139Q (CAG->CAA) 	acrE ->	cytoplasmic membrane lipoprotein
D127_2-13	2	127	"3,430,557"	T->C	G94G (GGA->GGG) 	aroE <-	"dehydroshikimate reductase, NAD(P)-binding"
D127_2-13	2	127	"3,472,261"	G->A	I418I (ATC->ATT) 	fusA <-	"protein chain elongation factor EF-G, GTP-binding"
D127_2-13	2	127	"3,476,615"	(T)6->5	coding (805/813 nt)	fkpA <-	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)
D127_2-13	2	127	"3,486,175"	G->A	C19Y (TGC->TAC) 	crp ->	"cAMP-activated global transcription factor, mediator of catabolite repression"
D127_2-13	2	127	"3,494,650"	G->A	V214M (GTG->ATG) 	nirB ->	"nitrite reductase, large subunit, NAD(P)H-binding"
D127_2-13	2	127	"3,511,897"	G->A	L150F (CTC->TTC) 	yhfZ <-	putative DNA-binding transcriptional regulator
D127_2-13	2	127	"3,517,913"	G->A	L192F (CTT->TTT) 	aroB <-	3-dehydroquinate synthase
D127_2-13	2	127	"3,557,443"	T->C	T213A (ACG->GCG) 	rtcB <-	RNA-splicing ligase
D127_2-13	2	127	"3,563,208"	C->T	A399V (GCC->GTC) 	glpD ->	"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding"
D127_2-13	2	127	"3,566,663"	T->C	A457A (GCA->GCG) 	glgA <-	glycogen synthase
D127_2-13	2	127	"3,569,061"	A->G	F90L (TTC->CTC) 	glgC <-	glucose-1-phosphate adenylyltransferase
D127_2-13	2	127	"3,570,439"	C->A	G294V (GGC->GTC) 	glgX <-	glycogen debranching enzyme
D127_2-13	2	127	"3,598,363"	G->A	C127Y (TGT->TAT) 	panM ->	"PanD autocleavage accelerator, panothenate synthesis"
D127_2-13	2	127	"3,610,564"	(T)7->8	coding (1170/1218 nt)	yhhS <-	putative arabinose efflux transporter
D127_2-13	2	127	"3,653,526"	C->T	pseudogene (296/483 nt)	yhiS ->	pseudogene
D127_2-13	2	127	"3,653,585"	(A)8->7	pseudogene (355/483 nt)	yhiS ->	pseudogene
D127_2-13	2	127	"3,656,809"	G->T	intergenic (-69/-186)	hdeA <- / -> hdeD	stress response protein acid-resistance protein/acid-resistance membrane protein
D127_2-13	2	127	"3,658,470"	(A)6->7	coding (105/528 nt)	gadE ->	gad regulon transcriptional activator
D127_2-13	2	127	"3,658,962"	(C)5->4	intergenic (+69/-270)	gadE -> / -> mdtE	"gad regulon transcriptional activator/anaerobic multidrug efflux transporter, ArcA-regulated"
D127_2-13	2	127	"3,664,825"	(A)7->6	intergenic (-207/+161)	gadW <- / <- gadX	transcriptional activator of gadA and gadBC; repressor of gadX/acid resistance regulon transcriptional activator; autoactivator
D127_2-13	2	127	"3,687,859"	C->A	A439S (GCG->TCG) 	bcsC <-	cellulose synthase subunit
D127_2-13	2	127	"3,688,459"	(T)6->7	coding (715/3474 nt)	bcsC <-	cellulose synthase subunit
D127_2-13	2	127	"3,717,057"	T->C	S171P (TCC->CCC) 	yiaD ->	multicopy suppressor of bamB; outer membrane lipoprotein
D127_2-13	2	127	"3,729,849"	Del;1 bp	coding (917/1323 nt)	xylA <-	D-xylose isomerase
D127_2-13	2	127	"3,748,070"	C->T	S329S (AGC->AGT) 	lyxK ->	L-xylulose kinase
D127_2-13	2	127	"3,760,659"	T->C	L197L (CTA->CTG) 	selA <-	selenocysteine synthase
D127_2-13	2	127	"3,769,837"	(T)7->6	intergenic (+54/-111)	yibV -> / -> yibU	"pseudogene/pseudogene, H repeat-associated protein"
D127_2-13	2	127	"3,770,019"	G->A	pseudogene (72/87 nt)	yibU ->	"pseudogene, H repeat-associated protein"
D127_2-13	2	127	"3,819,911"	(C)5->4	coding (1260/1683 nt)	ligB <-	"DNA ligase, NAD(+)-dependent"
D127_2-13	2	127	"3,834,428"	(G)6->5	coding (110/2319 nt)	yicI <-	putative alpha-glucosidase
D127_2-13	2	127	"3,840,083"	G->A	intergenic (-90/-132)	nlpA <- / -> yicS	cytoplasmic membrane lipoprotein-28/putative periplasmic protein
D127_2-13	2	127	"3,845,903"	Del;1 bp	coding (1265/1392 nt)	uhpT <-	hexose phosphate transporter
D127_2-13	2	127	"3,862,275"	(T)7->8	pseudogene (1329/1617 nt)	glvC <-	"pseudogene, arbutin specific enzyme IIC component of PTS;enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols; PTS system, arbutin-like IIB component; PTS system, arbutin-like IIC component"
D127_2-13	2	127	"3,865,514"	G->A	L254L (CTG->TTG) 	yidE <-	putative transporter
D127_2-13	2	127	"3,875,289"	G->A	intergenic (-129/-149)	dgoR <- / -> yidX	putative DNA-binding transcriptional regulator/putative lipoprotein
D127_2-13	2	127	"3,876,229"	G->A	P242S (CCT->TCT) 	yidA <-	sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase
D127_2-13	2	127	"3,903,252"	C->T	E150E (GAG->GAA) 	bglB <-	cryptic phospho-beta-glucosidase B
D127_2-13	2	127	"3,909,891"	T->C	I170V (ATC->GTC) 	pstC <-	phosphate transporter subunit
D127_2-13	2	127	"3,910,604"	T->C	T308A (ACC->GCC) 	pstS <-	"periplasmic phosphate binding protein, high-affinity"
D127_2-13	2	127	"3,934,067"	C->A	A97D (GCC->GAC) 	rbsA ->	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components
D127_2-13	2	127	"3,946,113"	G->A	noncoding (2410/2904 nt)	rrlC ->	23S ribosomal RNA of rrnC operon
D127_2-13	2	127	"3,954,113"	C->T	G212G (GGC->GGT) 	ilvD ->	dihydroxyacid dehydratase
D127_2-13	2	127	"3,956,018"	G->A	V230I (GTT->ATT) 	ilvA ->	"L-threonine dehydratase, biosynthetic; also known as threonine deaminase"
D127_2-13	2	127	"3,957,198"	C->T	W208* (TGG->TAG) 	ilvY <-	transcriptional activator of ilvC; autorepressor
D127_2-13	2	127	"3,970,954"	A->G	L274L (TTA->TTG) 	wecB ->	UDP-N-acetyl glucosamine-2-epimerase
D127_2-13	2	127	"3,978,259"	A->G	L245L (CTA->CTG) 	wecF ->	TDP-Fuc4NAc:lipidIIFuc4NAc transferase
D127_2-13	2	127	"3,983,985"	A->G	N343S (AAC->AGC) 	aslB ->	putative AslA-specific sulfatase-maturating enzyme
D127_2-13	2	127	"3,993,521"	C->T	S790L (TCG->TTG) 	cyaA ->	adenylate cyclase
D127_2-13	2	127	"3,993,715"	G->A	intergenic (+16/+24)	cyaA -> / <- cyaY	adenylate cyclase/iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein
D127_2-13	2	127	"4,002,910"	A->G	F95S (TTT->TCT) 	yigG <-	PRK11371 family inner membrane protein
D127_2-13	2	127	"4,092,242"	G->A	T42I (ACT->ATT) 	frvB <-	"putative PTS enzyme, IIB component/IIC component"
D127_2-13	2	127	"4,100,248"	Del;1 bp	coding (278/1035 nt)	rhaT <-	L-rhamnose:proton symporter
D127_2-13	2	127	"4,109,928"	(A)7->8	intergenic (+105/-2)	sbp -> / -> cdh	sulfate transporter subunit/CDP-diacylglycerol phosphotidylhydrolase
D127_2-13	2	127	"4,112,869"	(A)8->7	intergenic (+114/-98)	yiiR -> / -> yiiS	DUF805 family putative inner membrane protein/UPF0381 family protein
D127_2-13	2	127	"4,129,292"	G->T	V207V (GTG->GTT) 	metB ->	"cystathionine gamma-synthase, PLP-dependent"
D127_2-13	2	127	"4,143,605"	A->G	N359S (AAT->AGT) 	frwC ->	putative enzyme IIC component of PTS
D127_2-13	2	127	"4,155,646"	C->T	P216S (CCA->TCA) 	argC ->	"N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding"
D127_2-13	2	127	"4,179,055"	A->G	V59V (GTA->GTG) 	rplA ->	50S ribosomal subunit protein L1
D127_2-13	2	127	"4,185,059"	A->G	E1272G (GAG->GGG) 	rpoB ->	"RNA polymerase, beta subunit"
D127_2-13	2	127	"4,290,738"	A->G	Y88C (TAC->TGC) 	nrfD ->	"formate-dependent nitrite reductase, membrane subunit"
D127_2-13	2	127	"4,297,122"	(T)7->8	coding (4/690 nt)	yjcO <-	Sel1 family TPR-like repeat protein
D127_2-13	2	127	"4,316,171"	C->T	G350S (GGC->AGC) 	phnM <-	ribophosphonate triphosphate hydrolase
D127_2-13	2	127	"4,349,837"	A->G	D66D (GAT->GAC) 	dcuR <-	response regulator in two-component regulatory system with DcuS
D127_2-13	2	127	"4,388,948"	C->T	L141L (CTG->CTA) 	mscM <-	"mechanosensitive channel protein, miniconductance"
D127_2-13	2	127	"4,421,819"	G->A	V38M (GTG->ATG) 	ulaC ->	L-ascorbate-specific enzyme IIA component of PTS
D127_2-13	2	127	"4,429,748"	T->A	intergenic (+193/-116)	fklB -> / -> cycA	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)/D-alanine/D-serine/glycine transporter
D127_2-13	2	127	"4,453,651"	G->A	L23L (CTG->CTA) 	yjfF ->	inner membrane putative ABC superfamily sugar transporter permease
D127_2-13	2	127	"4,467,547"	C->T	intergenic (+63/-78)	mgtL -> / -> mgtA	regulatory leader peptide for mgtA/magnesium transporter
D127_2-13	2	127	"4,473,082"	C->T	G43E (GGA->GAA) 	yjgH <-	UPF0131 family protein
D127_2-13	2	127	"4,479,972"	(T)8->9	coding (243/1197 nt)	yjgN ->	DUF898 family inner membrane protein
D127_2-13	2	127	"4,488,134"	C->T	L273F (CTC->TTC) 	lptG ->	lipopolysaccharide export ABC permease of the LptBFGC export complex
D127_2-13	2	127	"4,498,193"	(C)5->4	intergenic (+253/-79)	intB -> / -> insC1	"pseudogene, integrase homology;IS, phage, Tn; Phage-related functions and prophages; KpLE2 phage-like element; P4-like integrase/IS2 repressor TnpA"
D127_2-13	2	127	"4,512,186"	G->A	R77C (CGC->TGC) 	fecD <-	iron-dicitrate transporter subunit
D127_2-13	2	127	"4,527,736"	Del;1 bp	coding (245/432 nt)	sgcA <-	putative phosphotransferase enzyme IIA component
D127_2-13	2	127	"4,542,830"	G->T	intergenic (+197/-285)	fimE -> / -> fimA	tyrosine recombinase/inversion of on/off regulator of fimA/major type 1 subunit fimbrin (pilin)
D127_2-13	2	127	"4,585,673"	C->T	W363* (TGG->TGA) 	hsdR <-	endonuclease R Type I restriction enzyme
D127_2-13	2	127	"4,589,967"	Del;1 bp	coding (1313/2151 nt)	yjiY <-	putative transporter
D127_2-13	2	127	"4,591,245"	Del;1 bp	coding (35/2151 nt)	yjiY <-	putative transporter
D127_2-13	2	127	"4,599,251"	A->G	L64S (TTA->TCA) 	opgB <-	phosphoglycerol transferases I and II
D127_2-13	2	127	"4,626,138"	G->T	R76L (CGT->CTT) 	radA ->	DNA repair protein
							
a Clone name							
b Population number							
c Nucleic acid change							
d Amino acid change							
e Name and direction of the gene modified (mutations in coding region) or names and directions of the genes upstream and downstream to the mutation (intergenic mutations).							
